index,artwork_title,metadata,url
3600,"One at the Time, 2003, Michael Borremans","Artist
Michael Borremans
Title
One at the Time
Origin
Belgium
Date
Made 2003
Medium
Oil on canvas
Dimensions
85 × 100 cm (33 1/2 × 39 3/8 in.)
Credit Line
Restricted gift of The Buddy Taub Foundation, Jill and Dennis Roach, Directors
Reference Number
2006.69
Copyright
© 2005 Michaël Borremans",https://www.artic.edu/artworks/185070/one-at-the-time
3601,"The Adoration of the Magi, 1515/25, Follower of Lucas van Leyden","Artist
Follower of Lucas van Leyden
Title
The Adoration of the Magi
Origin
Netherlands
Date
1505–1515
Medium
Oil on panel
Dimensions
28.2 × 35.6 cm (11 3/16 × 14 in.) Painted surface: 27.7 × 34.9 cm (10 7/8 × 13 3/4 in.)
Credit Line
Mr. and Mrs. Martin A. Ryerson Collection
Reference Number
1933.1045",https://www.artic.edu/artworks/111441/the-adoration-of-the-magi
3602,"Chinese American Service Center, Chicago, Illinois, Perspective Rendering, 2001, Jeanne Gang","Artist
Jeanne Gang (Architect)
Title
Chinese American Service Center, Chicago, Illinois, Perspective Rendering
Origin
Chicago
Date
2001
Medium
Graphite and colored pencil on paper
Inscriptions
Signed ""J. Gang, 2001"" in lower right corner
Dimensions
30.5 x 45.5 cm (12 x 17 15/16 in.)
Credit Line
Gift of Jeanne Gang
Reference Number
2003.59",https://www.artic.edu/artworks/180574/chinese-american-service-center-chicago-illinois-perspective-rendering
3603,"Dewey Square, 1962, Frank Stella","Artist
Frank Stella
Title
Dewey Square
Origin
United States
Date
1962
Medium
Oil on canvas
Dimensions
77.5 x 77.5 cm (30 1/2 x 30 1/2 in.)
Credit Line
Bequest of Solomon B. Smith
Reference Number
1986.1425
Copyright
© 2018 Frank Stella / Artists Rights Society (ARS), New York",https://www.artic.edu/artworks/66201/dewey-square
3604,"Buddhist Deity Vajrasattva with Bell (Ghanta) and Thunderbolt (Vajra), 18th century","Title
Buddhist Deity Vajrasattva with Bell (Ghanta) and Thunderbolt (Vajra)
Origin
Tibet
Date
1701–1800
Medium
Brass with coral and turquoise
Dimensions
52 x 39.1 x 32.1 cm (20 1/2 x 15 3/8 x 12 5/8 in.)
Credit Line
Gift of Mrs. Joseph L. Valentine
Reference Number
1958.169",https://www.artic.edu/artworks/7637/buddhist-deity-vajrasattva-with-bell-ghanta-and-thunderbolt-vajra
3605,"The Monk in the Cornfield, c. 1646, Rembrandt van Rijn","Artist
Rembrandt van Rijn
Title
The Monk in the Cornfield
Origin
Netherlands
Date
1641–1651
Medium
Etching with drypoint on ivory laid paper
Dimensions
47 x 66 mm (image/plate);51 x 69 mm (sheet)
Credit Line
Clarence Buckingham Collection; Amanda S. Johnson and Marion Livingston Endowment
Reference Number
2001.119",https://www.artic.edu/artworks/155921/the-monk-in-the-cornfield
3606,"Rose Farm, 1919, Gustave Baumann","Artist
Gustave Baumann
Title
Rose Farm
Origin
United States
Date
1919
Medium
Color woodcut on cream laid paper
Dimensions
242 x 289 mm (image/block); 322 x 420 mm (sheet)
Credit Line
The William Gold Hibbard Memorial
Reference Number
1923.498",https://www.artic.edu/artworks/8825/rose-farm
3607,"Tanja Ramm, 1929, Man Ray (Emmanuel Radnitzky)","Artist
Man Ray (Emmanuel Radnitzky)
Title
Tanja Ramm
Origin
United States
Date
Made 1929
Medium
Gelatin silver print, solarized
Inscriptions
Unmarked recto; verso unchecked
Dimensions
21.9 × 16.8 cm (image/paper)
Credit Line
Julien Levy Collection, Special Photography Acquisition Fund
Reference Number
1979.95
Copyright
© 2018 Man Ray Trust / Artists Rights Society (ARS), New York / ADAGP, Paris",https://www.artic.edu/artworks/55514/tanja-ramm
3608,"Kosode, late Edo period (1789–1868)/ Meiji period (1868–1912), 19th century","Title
Kosode
Origin
Japan
Date
1801–1900
Medium
Silk and gold-leaf-over-lacquered-paper-strip-wrapped cotton, warp-float faced 4:1 satin weave with supplementary patterning wefts bound in weft-float faced 1:4 'Z' twill interlacings; lined with silk, plain weave, creped wefts, dyed with safflower
Dimensions
180.5 × 125.8 cm (71 × 49 1/2 in.)
Credit Line
Gift of Mrs. Robert D. Graff
Reference Number
1957.154",https://www.artic.edu/artworks/5554/kosode
3609,"The former Bryant’s Grocery, Money, Mississippi, June 1994, Joel Sternfeld","Artist
Joel Sternfeld
Title
The former Bryant's Grocery, Money, Mississippi
Origin
United States
Date
Made 1994
Medium
Chromogenic print, from the series ""On This Site: Landscape in Memoriam,"" edition 1 of 7
Inscriptions
Unmarked recto; inscribed verso, on mount, along bottom edge, in black ink: ""JS.192.2 3/7 The former Bryant's Grocery, Money Mississippi, June 1994 N-June 1994 / P-September 1996 Joel Sternfeld"" In 1955, Emmett Till, a fourteen-year-old boy from Chicago, was visiting relatives near Money, Mississippi. Anxious to show new friends that he knew how to talk to white women, Till said, “Bye, baby”, to Carolyn Bryant as he left this store. Three days later, Bryant’s husband, Roy, and his half-brother, J.W. Milam, kidnapped, tortured, and killed Till. Milam and Bryant were found not guilty by an all-male, all-white jury. The deliberations lasted a little over an hour. From the series, On This Site: Landscape in Memoriam
Dimensions
47.3 × 59.6 cm (image/paper); 63.3 × 76.3 cm (mount)
Credit Line
Gift of Jeanne and Richard S. Press
Reference Number
1998.843",https://www.artic.edu/artworks/152640/the-former-bryant-s-grocery-money-mississippi
