index,artwork_title,metadata,url
6700,"Home of a Rebel Sharpshooter, Gettysburg, July 1863, Alexander Gardner","Artist
Alexander Gardner
Title
Home of a Rebel Sharpshooter, Gettysburg
Origin
United States
Date
Made 1863
Medium
Albumen print, pl. 41 from the album ""Gardner's Photographic Sketch Book of the War, vol. 1"" (1866)
Dimensions
17.7 × 22.9 cm
Credit Line
Gift of Mrs. Everett Kovler
Reference Number
1967.330.41",https://www.artic.edu/artworks/196395/home-of-a-rebel-sharpshooter-gettysburg
6701,"A Flower Piece, from The Houghton Gallery, 1778, Richard Earlom","Artist
Richard Earlom
Title
A Flower Piece, from The Houghton Gallery
Origin
England
Date
Published 1778
Medium
Mezzotint with etching, with engraved inscription, in black on ivory wove paper
Dimensions
503 × 394 mm (image); 552 × 426 mm (plate); 667 × 509 mm (sheet)
Credit Line
Gift of Mr. and Mrs. Potter Palmer, Jr.
Reference Number
1922.2182",https://www.artic.edu/artworks/106764/a-flower-piece-from-the-houghton-gallery
6702,"Christ before Pilate, 1522/23, Pontormo, (Jacopo Carrucci)","Artist
Pontormo, (Jacopo Carrucci)
Title
Christ before Pilate
Origin
Italy
Date
1522–1523
Medium
Black chalk, with stumping, and traces of red chalk, heightened with traces of white chalk, over stylus incising, on cream laid paper
Inscriptions
Inscribed verso, l.c., in pen and brown ink: Pontormo; u.l. on former mount, in graphite: circa 1670 / not Carracci; u.c. on former mount, in graphite: Carracci; l.c. on former mount, in graphite: Agos. Carracci
Dimensions
274 x 283 mm
Credit Line
Restricted gift of Anne Searle (Meers) Bent, The Regenstein Foundation, and Dr. William D. Shorey
Reference Number
1989.187",https://www.artic.edu/artworks/109500/christ-before-pilate
6703,"Portrait of Bartolomaeus Spranger with an Allegory of the Death of His Wife, Christina Müller, 1600, Aegidius Sadeler, II","Artist
Aegidius Sadeler, II
Title
Portrait of Bartolomaeus Spranger with an Allegory of the Death of His Wife, Christina Müller
Origin
Holland
Date
1600
Medium
Engraving with etching in black on ivory laid paper
Dimensions
293 x 416 mm (image/sheet, trimmed within plate mark)
Credit Line
Bernard F. Rogers Collection
Reference Number
1935.432",https://www.artic.edu/artworks/22118/portrait-of-bartolomaeus-spranger-with-an-allegory-of-the-death-of-his-wife-christina-muller
6704,"Farhad Carrying Shirin and Her Horse, from a copy of the Khamsa of Nizami, Timurid dynasty (ca. 1370–1507), dated 1485 (890 A.H.), Islamic","Culture
Islamic
Title
Farhad Carrying Shirin and Her Horse, from a copy of the Khamsa of Nizami
Origin
Iran
Date
1480–1490
Medium
Opaque watercolor on paper
Dimensions
27.9 x 17.8 cm (11 x 7 in.)
Credit Line
Ann McNear Collection
Reference Number
1981.214",https://www.artic.edu/artworks/62144/farhad-carrying-shirin-and-her-horse-from-a-copy-of-the-khamsa-of-nizami
6705,"Stags, 1914, Henri Gaudier-Brzeska","Artist
Henri Gaudier-Brzeska
Title
Stags
Origin
France
Date
1914
Medium
Veined alabaster
Dimensions
13 1/2 × 13 × 10 3/4 in. (with base) (39.3 × 33 × 27.7 cm)
Credit Line
Gift of Samuel Lustgarten
Reference Number
1953.22",https://www.artic.edu/artworks/79058/stags
6706,"Portrait of Dr. Gosset, 1918 original, 1957 version, Raymond Duchamp-Villon","Artist
Raymond Duchamp-Villon
Title
Portrait of Dr. Gosset
Origin
France
Date
1918–1957
Medium
Bronze, from an edition of 8
Dimensions
12 × 9 in.
Credit Line
Gift of Mary and Leigh Block
Reference Number
1963.371",https://www.artic.edu/artworks/158999/portrait-of-dr-gosset
6707,"Le Corbusier, New York, 1947, printed c. 1947, Irving Penn","Artist
Irving Penn
Title
Le Corbusier, New York
Origin
United States
Date
Made 1947
Medium
Gelatin silver print; edition of 32
Inscriptions
Stamped and inscribed verso, upper left, in black ink: “REF. 2482”; inscribed verso, center, in black ink: “.. / LE CORBUSIER / NEW YORK, 1947 [in a box]”; signed and stamped verso, center left, in black ink: “Irving Penn / IRVING PENN [in a circle]”; stamped and inscribed verso, center, in black ink: “PHOTOGRAH BY IRVING PENN / Copyright (c) 1948—RENEWED 1976 by / THE CONDE NAST PUBLICATIONS INC. / Not to be reproduced without / written permission of the / copyright owner.”; inscribed verso, center left, in black ink: “Print made near to date of photograph. / I.P.”; stamped and inscribed verso, center right, in black ink: “SIGNED, SILVER PRINTS OF / THIS NEGATIVE NOT EXCEEDING 32.”; inscribed verso, lower center, in graphite: “NEG. 14541P-3.”
Dimensions
24.6 × 19.5 cm (image); 25.3 × 20.3 cm (paper)
Credit Line
Gift of Irving Penn
Reference Number
2001.103
Copyright
Copyright Condé Nast Publications, Inc.",https://www.artic.edu/artworks/157101/le-corbusier-new-york
6708,"Triple-Wheellock Pistol, 1610/20, Wolf Jung","Artist
Wolf Jung
Title
Triple-Wheellock Pistol
Origin
Strasbourg
Date
Made 1610–1620
Medium
Steel, brass, and cherrywood
Dimensions
Overall L. 72 cm (28 3/4 in.) Barrel L. 49 cm (19 5/16 in.) Wt. 5 lb. 4 oz. Caliber .35
Credit Line
George F. Harding Collection
Reference Number
1982.2293",https://www.artic.edu/artworks/106431/triple-wheellock-pistol
6709,"No. 58: Tarui, from the series “Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)”, c. 1835/38, Utagawa Hiroshige","Artist
Utagawa Hiroshige
Title
No. 58: Tarui, from the series ""Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)""
Origin
Japan
Date
1830–1843
Medium
Color woodblock print; oban
Dimensions
23.5 x 35.7 cm (9 1/4 x 14 1/16 in.)
Credit Line
Gift of Chester W. Wright
Reference Number
1961.155",https://www.artic.edu/artworks/13216/no-58-tarui-from-the-series-sixty-nine-stations-of-the-kisokaido-kisokaido-rokujukyu-tsugi-no-uchi
