collection,link
"Contemporary Icon, 1954, Jimmy Ernst",https://www.artic.edu/artworks/7129/contemporary-icon
"Hara, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi),” also known as the Tokaido with Poem (Kyoka iri Tokaido), c. 1837/42, Utagawa Hiroshige",https://www.artic.edu/artworks/4315/hara-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi-also-known-as-the-tokaido-with-poem-kyoka-iri-tokaido
"Daniel Saving Susanna, the Judgment of Daniel, and the Execution of the Elders, c. 1500, Master of Apollo and Daphne",https://www.artic.edu/artworks/16223/daniel-saving-susanna-the-judgment-of-daniel-and-the-execution-of-the-elders
"Murder, plate two from Death and Resurrection, 1922, Otto Dix",https://www.artic.edu/artworks/122749/murder-plate-two-from-death-and-resurrection
"Easter Dress, 1986, Sally Mann",https://www.artic.edu/artworks/154287/easter-dress
"82-70 Austin Street, Kew Gardens, Queens, New York, November 1995, printed September 1996, Joel Sternfeld",https://www.artic.edu/artworks/149149/82-70-austin-street-kew-gardens-queens-new-york
"Study of Arms and Legs of Christ Crucified, c. 1850, Eugène Delacroix",https://www.artic.edu/artworks/14403/study-of-arms-and-legs-of-christ-crucified
"No. 26: Mochizuki, from the series “Sixty-nine Stations of the Kisokaido (Kisokaido rokujukyu tsugi no uchi)”, c. 1835/38, Utagawa Hiroshige",https://www.artic.edu/artworks/13213/no-26-mochizuki-from-the-series-sixty-nine-stations-of-the-kisokaido-kisokaido-rokujukyu-tsugi-no-uchi
"Deep South, 1998, Sally Mann",https://www.artic.edu/artworks/154289/deep-south
"Fish, 1842, Shepard Alonzo Mount",https://www.artic.edu/artworks/104082/fish
"Aux Fortifications, 1923, Edward Hopper",https://www.artic.edu/artworks/50115/aux-fortifications
"Vessel in the Form of a Seal Impersonator Playing a Drum, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/6898/vessel-in-the-form-of-a-seal-impersonator-playing-a-drum
"Mother and Child at Dusk (Oyako yugure), from the series “Three Evening Pleasure of the Floating World (Ukiyo san seki)”, c. 1800, Kitagawa Utamaro",https://www.artic.edu/artworks/21493/mother-and-child-at-dusk-oyako-yugure-from-the-series-three-evening-pleasure-of-the-floating-world-ukiyo-san-seki
"English Harbor, the Pier at Brighton, c. 1930, Robert Bartholow Harshe",https://www.artic.edu/artworks/27357/english-harbor-the-pier-at-brighton
"Plane Filling I, March 1951, Maurits Cornelis Escher",https://www.artic.edu/artworks/118256/plane-filling-i
"Lieven van Coppenol, n.d., Cornelis Visscher",https://www.artic.edu/artworks/9417/lieven-van-coppenol
"Mademoiselle Cocyle as Helen of Troy in La Belle Helene, 1900, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/22859/mademoiselle-cocyle-as-helen-of-troy-in-la-belle-helene
"Sketch for a Ceiling Fresco, c. 1740, Giovanni Domenico Ferretti",https://www.artic.edu/artworks/194773/sketch-for-a-ceiling-fresco
"Coal Miner’s House, Scott’s Run, West Virginia, 1935, printed c. 1970, Walker Evans",https://www.artic.edu/artworks/118207/coal-miner-s-house-scott-s-run-west-virginia
"Coin Depicting a Ship’s Prow, after 307/243 BC, Ancient Greek",https://www.artic.edu/artworks/9863/coin-depicting-a-ship-s-prow
"From the Ermine to a Chimera in the Abyss (D’hermines à une chimere en abîme), 1935, Valentine Gross Hugo",https://www.artic.edu/artworks/206759/from-the-ermine-to-a-chimera-in-the-abyss-d-hermines-a-une-chimere-en-abime
"Hyde Park, n.d., Constantin Guys",https://www.artic.edu/artworks/44537/hyde-park
"Solar Bird, Lunar Bird, Sparks, 1967, Joan Miró",https://www.artic.edu/artworks/58260/solar-bird-lunar-bird-sparks
"Head of Buddha, Kushan period, 2nd/3rd century",https://www.artic.edu/artworks/49217/head-of-buddha
"The Lion of Saint Mark, c. 1490, Martin Schongauer",https://www.artic.edu/artworks/50155/the-lion-of-saint-mark
"Singed Garden, 1924, Paul Klee",https://www.artic.edu/artworks/62375/singed-garden
"Italian Landscape, 1821/24, Heinrich Reinhold",https://www.artic.edu/artworks/65848/italian-landscape
"Airborne Snotty Vase: Influenza, 2001, Marcel Wanders",https://www.artic.edu/artworks/189813/airborne-snotty-vase-influenza
"Tunic, Early/mid–20th century, Yoruba",https://www.artic.edu/artworks/199858/tunic
"Vier Waldstaettersee, n.d., Alexandre Calame",https://www.artic.edu/artworks/11183/vier-waldstaettersee
"The Kabuki Actor Ichikawa Danjûrô II (1689-1758), 1788 (inscription 1829), Katsukawa Shunsho",https://www.artic.edu/artworks/35689/the-kabuki-actor-ichikawa-danjuro-ii-1689-1758
"Dance of Cupids, 1517/20, Marcantonio Raimondi",https://www.artic.edu/artworks/106681/dance-of-cupids
"Composite Field Armor, 1570/80",https://www.artic.edu/artworks/116199/composite-field-armor
"Self-Portrait in Profile, 1927, Käthe Kollwitz",https://www.artic.edu/artworks/18313/self-portrait-in-profile
"Falling Warrior, 1956/57, Henry Spencer Moore",https://www.artic.edu/artworks/153704/falling-warrior
"The Lion Bas-Reliefs, plate 5 from Imaginary Prisons, 1761, Giovanni Battista Piranesi",https://www.artic.edu/artworks/7353/the-lion-bas-reliefs-plate-5-from-imaginary-prisons
"The Flute (Hichiriki), from the series “Fashionable Musical Amusements of Children (Furyu kodomo asobi ongaku)”, c. 1770/72, Isoda Koryusai",https://www.artic.edu/artworks/21340/the-flute-hichiriki-from-the-series-fashionable-musical-amusements-of-children-furyu-kodomo-asobi-ongaku
"Landscape, 1835/40, Eugène Blery",https://www.artic.edu/artworks/60809/landscape
"Landscape with Little Bridge, n.d., Gillis Neyts",https://www.artic.edu/artworks/15542/landscape-with-little-bridge
"Joachim and the Angel, from The Life of the Virgin, c. 1504, printed c. 1580, Albrecht Dürer",https://www.artic.edu/artworks/4143/joachim-and-the-angel-from-the-life-of-the-virgin
"The Yellow Christ (recto), Female Bather Wading through a Brook, c. 1889, Paul Gauguin",https://www.artic.edu/artworks/113913/the-yellow-christ-recto-female-bather-wading-through-a-brook
"Kids and Kites (Furnishing Fabric), 1964, Eleanor Kluck",https://www.artic.edu/artworks/104580/kids-and-kites-furnishing-fabric
"Sugar Caster with Cover (one of a pair), c. 1737, Meissen Porcelain Manufactory",https://www.artic.edu/artworks/107668/sugar-caster-with-cover-one-of-a-pair
"Portrait of John D. Rockefeller, 1921, Timothy Cole",https://www.artic.edu/artworks/39534/portrait-of-john-d-rockefeller
"Bridge, Amsterdam, 1889, James McNeill Whistler",https://www.artic.edu/artworks/19853/bridge-amsterdam
"Boy in the Country, 1857, Claude Monet",https://www.artic.edu/artworks/186315/boy-in-the-country
"Head, July 1947, Henri Matisse",https://www.artic.edu/artworks/56043/head
"Coffee Pot, c. 1770, Ansbach Pottery and Porcelain Factory",https://www.artic.edu/artworks/10916/coffee-pot
"The Superb Lily, from The Temple of Flora, 1799, Richard Earlom",https://www.artic.edu/artworks/22459/the-superb-lily-from-the-temple-of-flora
"Vignette #2.25, 2008, Kerry James Marshall",https://www.artic.edu/artworks/192693/vignette-2-25
"Heads of Horses and Unicorns, 1530/40, Follower of Leonardo da Vinci",https://www.artic.edu/artworks/31778/heads-of-horses-and-unicorns
"Amphora-Type Vase with Stylized Flowers, Jin dynasty (1115–1234), probably late 12th/13th century",https://www.artic.edu/artworks/21721/amphora-type-vase-with-stylized-flowers
"The Farmer Wanted a Boy, 1942, Robert Gwathmey",https://www.artic.edu/artworks/62294/the-farmer-wanted-a-boy
"Near Tivoli, 1777, Thomas Jones",https://www.artic.edu/artworks/73121/near-tivoli
"February, October 1, 1793, Francesco Bartolozzi",https://www.artic.edu/artworks/19259/february
"Two Roman Warriors with She-Wolf, Romulus, and Remus, n.d., Polidoro da Caravaggio",https://www.artic.edu/artworks/7023/two-roman-warriors-with-she-wolf-romulus-and-remus
"The Anatomical Lesson of Professor Pauw, 1615, Jacob de Gheyn, II",https://www.artic.edu/artworks/51094/the-anatomical-lesson-of-professor-pauw
"Mary Reynolds and Marcel Duchamp, 1937, Man Ray (Emmanuel Radnitzky)",https://www.artic.edu/artworks/34719/mary-reynolds-and-marcel-duchamp
"GF 40/4 Chair (one of a pair), designed 1956/64; made 1964/65, David Rowland",https://www.artic.edu/artworks/24629/gf-40-4-chair-one-of-a-pair
"Self-Portrait at 55 East Division Street, 1947, Ivan Albright",https://www.artic.edu/artworks/64331/self-portrait-at-55-east-division-street
"Schiller Building (later Garrick Theater): Sections of Star-Pod Design from Proscenium Vault, c. 1891/92, Louis H. Sullivan",https://www.artic.edu/artworks/15692/schiller-building-later-garrick-theater-sections-of-star-pod-design-from-proscenium-vault
"Men and Women Seen from Back, 1910, Henri Gaudier-Brzeska",https://www.artic.edu/artworks/5290/men-and-women-seen-from-back
"Untitled, 1946, Alexander Calder",https://www.artic.edu/artworks/5394/untitled
"Little Girl Pouting, 1775/1800, Follower of Jean Baptiste Greuze",https://www.artic.edu/artworks/16373/little-girl-pouting
"Charity, plate 38 from Genii and Virtues, c. 1465, Master of the E-Series Tarocchi",https://www.artic.edu/artworks/11475/charity-plate-38-from-genii-and-virtues
"Stirrup Spout Vessel in the Form of a Woman Laying on the Back of a Llama, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/9154/stirrup-spout-vessel-in-the-form-of-a-woman-laying-on-the-back-of-a-llama
"Hercules Resting, 1897, Paul Cézanne",https://www.artic.edu/artworks/150834/hercules-resting
"Untitled Film Still #50, 1979, printed 1983, Cindy Sherman",https://www.artic.edu/artworks/212195/untitled-film-still-50
"Untitled, 1965, Bruce Nauman",https://www.artic.edu/artworks/52313/untitled
"Posthumous Bust of Pope Pius V, c. 1650, Follower of Alessandro Algardi",https://www.artic.edu/artworks/21189/posthumous-bust-of-pope-pius-v
"Shipyard with Two Sailors, n.d., Stefano della Bella",https://www.artic.edu/artworks/20705/shipyard-with-two-sailors
"Woman and Child (Silence), 1855/60, Jean François Millet",https://www.artic.edu/artworks/28868/woman-and-child-silence
"Untitled (L’Abeille), April 7, 1966, Joseph Cornell",https://www.artic.edu/artworks/99795/untitled-l-abeille
"The Resurrection, c. 1580, Pieter Bruegel, the elder",https://www.artic.edu/artworks/15233/the-resurrection
"Head of Arthur Jerome Eddy, 1898, Auguste Rodin",https://www.artic.edu/artworks/8961/head-of-arthur-jerome-eddy
"Woman in Fantastic Medieval Costume, n.d., Rodolphe Bresdin",https://www.artic.edu/artworks/9059/woman-in-fantastic-medieval-costume
"Shepherd with Flock of Sheep at Edge of Wood, n.d., Charles Émile Jacque",https://www.artic.edu/artworks/10341/shepherd-with-flock-of-sheep-at-edge-of-wood
"Coin Depicting a Double Cornucopia, Hasmonean Dynasty (135–39 BC), Judean",https://www.artic.edu/artworks/10348/coin-depicting-a-double-cornucopia
"Lion-Headed Demon (Kala), 9th century",https://www.artic.edu/artworks/149088/lion-headed-demon-kala
"Willow Bridge and Waterwheel, c. 1650, Hasegawa Sôya",https://www.artic.edu/artworks/160015/willow-bridge-and-waterwheel
"Port of the Alhambra from the Dario, n.d., Richard Ford",https://www.artic.edu/artworks/3688/port-of-the-alhambra-from-the-dario
"“Ruby-Back” Dish with Phoenix, Qing dynasty (1644–1911), 18th century",https://www.artic.edu/artworks/41910/ruby-back-dish-with-phoenix
"Stomacher, 17th century",https://www.artic.edu/artworks/7981/stomacher
"Yiddel Mit’n Fiddle, Berl Mit’n Bass…, from Yiddish Motifs, 1926, Todros Geller",https://www.artic.edu/artworks/4551/yiddel-mit-n-fiddle-berl-mit-n-bass-from-yiddish-motifs
"American Singer, from Le Café-Concert, 1893, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/7615/american-singer-from-le-cafe-concert
"Woman with a Green Book (Louisa Gallond Cook), 1838, Erastus Salisbury Field",https://www.artic.edu/artworks/61158/woman-with-a-green-book-louisa-gallond-cook
"Saint John the Baptist, with Sketch of Head, n.d., Odilon Redon",https://www.artic.edu/artworks/15863/saint-john-the-baptist-with-sketch-of-head
"Pleasure Boats on the Sumida River, c. 1792, Chôbunsai Eishi",https://www.artic.edu/artworks/21787/pleasure-boats-on-the-sumida-river
"Model Reading in the Studio, c. 1849, Gustave Courbet",https://www.artic.edu/artworks/29022/model-reading-in-the-studio
"Still-Life with Nine Objects, 1954, Giorgio Morandi",https://www.artic.edu/artworks/11444/still-life-with-nine-objects
"Self-Portrait, 1966, Andy Warhol",https://www.artic.edu/artworks/229359/self-portrait
"The Madonna and Child with an Apple, c. 1475, Martin Schongauer",https://www.artic.edu/artworks/3870/the-madonna-and-child-with-an-apple
"The Elephant, c. 1485, Martin Schongauer",https://www.artic.edu/artworks/3997/the-elephant
"Breadwinner (War), 1942, John Wilson",https://www.artic.edu/artworks/182928/breadwinner-war
"Walk with Soames, 1958, printed c. 1995, Saul Leiter",https://www.artic.edu/artworks/189725/walk-with-soames
"Breadwinner (War), 1942, John Wilson",https://www.artic.edu/artworks/182928/breadwinner-war
"Sestertius (Coin) Portraying Empress Herennia Etruscilla, AD 249/251, Ancient Roman",https://www.artic.edu/artworks/10153/sestertius-coin-portraying-empress-herennia-etruscilla
"Lady Playing with a Dog, c. 1660/80, Eglon van der Neer",https://www.artic.edu/artworks/49068/lady-playing-with-a-dog
"Standing Pavise, c. 1480/90",https://www.artic.edu/artworks/112136/standing-pavise
"Portrait of a Young Man, 1749/52, John Wollaston",https://www.artic.edu/artworks/79768/portrait-of-a-young-man
"Cow and Rocks, 1918, Edward Hopper",https://www.artic.edu/artworks/50075/cow-and-rocks
"Young Woman with a Hat, 1900, Pablo Picasso",https://www.artic.edu/artworks/80592/young-woman-with-a-hat
"Sofa, 1849/54, Baudouine, Charles A.",https://www.artic.edu/artworks/51399/sofa
"General Juan Prim (1814-1870), 1868, Henri Regnault",https://www.artic.edu/artworks/60867/general-juan-prim-1814-1870
"Studies of Lions, c. 1829, Eugène Delacroix",https://www.artic.edu/artworks/72534/studies-of-lions
"Rue St. Jacques, Paris, 1928, Reginald Marsh",https://www.artic.edu/artworks/4431/rue-st-jacques-paris
"The Reader, 1919, Jacques Lipchitz",https://www.artic.edu/artworks/84250/the-reader
"False Start I, 1962, Jasper Johns",https://www.artic.edu/artworks/98630/false-start-i
"Celestial Globe, the Sky, 1944, Jacques Villon",https://www.artic.edu/artworks/6019/celestial-globe-the-sky
"Pomona Surprised by Vertumnus and Other Suitors, from The Story of Vertumnus and Pomona, 1535/40, Bernard van Orley",https://www.artic.edu/artworks/58661/pomona-surprised-by-vertumnus-and-other-suitors-from-the-story-of-vertumnus-and-pomona
"Wooded Landscape with Cottage and Horseman, 1663, Meindert Hobbema",https://www.artic.edu/artworks/4770/wooded-landscape-with-cottage-and-horseman
"At the Star, Le Havre, 1899, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/7701/at-the-star-le-havre
"Kim and Mark in the Red Car, Newton, MA, 1987, Nan Goldin",https://www.artic.edu/artworks/121105/kim-and-mark-in-the-red-car-newton-ma
"Oinochoe (Pitcher), about 440 BC, Ancient Greek",https://www.artic.edu/artworks/87654/oinochoe-pitcher
"Jacob’s Farewell to Benjamin, 1650/60, Follower of Rembrandt van Rijn",https://www.artic.edu/artworks/87633/jacob-s-farewell-to-benjamin
"Ravine Near Biskra, 1890/1900, Victor Pierre Huguet",https://www.artic.edu/artworks/16512/ravine-near-biskra
"Sea, Green and Brown, Maine, 1937, John Marin",https://www.artic.edu/artworks/66007/sea-green-and-brown-maine
"Two Panels from a Skirt, c. 1830",https://www.artic.edu/artworks/2529/two-panels-from-a-skirt
"La vache enragée, 1896, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/13591/la-vache-enragee
"Plate One, from The Analysis of Beauty, 1753, William Hogarth",https://www.artic.edu/artworks/12227/plate-one-from-the-analysis-of-beauty
"Woman Bathing, 1600/50, Giovanni da Bologna",https://www.artic.edu/artworks/25329/woman-bathing
"Walker Warehouse, 1953, Aaron Siskind",https://www.artic.edu/artworks/50919/walker-warehouse
"Asakusa Imado, from the series “Famous Places in the Eastern Capital (Toto Meisho)”, c. 1832/33, Utagawa Kuniyoshi",https://www.artic.edu/artworks/13095/asakusa-imado-from-the-series-famous-places-in-the-eastern-capital-toto-meisho
"Vase, c. 1905, Fritz Albert",https://www.artic.edu/artworks/185758/vase
"Girl Drinking (Mary Jane Russell), New York, 1949, printed July 1979, Irving Penn",https://www.artic.edu/artworks/144825/girl-drinking-mary-jane-russell-new-york
"Bar of the Café of the rue de Rome, c. 1886, Henri de Toulouse-Lautrec",https://www.artic.edu/artworks/15773/bar-of-the-cafe-of-the-rue-de-rome
"Portrait Vessel of a Ruler with Face Paint and Large Earflares, 100 B.C./A.D. 500, Moche",https://www.artic.edu/artworks/6918/portrait-vessel-of-a-ruler-with-face-paint-and-large-earflares
"Astrolabe, Qajar dynasty (1796–1925), 18th century; with later additions, Islamic",https://www.artic.edu/artworks/90589/astrolabe
"Chous (Toy Pitcher), 430/410 BC, Ancient Greek",https://www.artic.edu/artworks/87658/chous-toy-pitcher
"Saint Cecilia, c. 1530, Antonio Fantuzzi",https://www.artic.edu/artworks/6117/saint-cecilia
"Reading the Newspaper, No.2, c. 1883, Mary Cassatt",https://www.artic.edu/artworks/24387/reading-the-newspaper-no-2
