index,artwork_title,metadata,url
6850,"John D. Rockefeller, c. 1928, Alexander Calder","Artist
Alexander Calder
Title
John D. Rockefeller
Origin
United States
Date
Made 1926–1930
Medium
Wire and dime
Dimensions
46.9 x 22.8 x 46.9 cm (18 1/2 x 9 x 18 1/2 in.)
Credit Line
Gift of Mrs. Frederic C. Bartlett
Reference Number
1963.864
Copyright
© 2018 Calder Foundation, New York / Artists Rights Society (ARS), New York",https://www.artic.edu/artworks/18826/john-d-rockefeller
6851,"Evening Snow at Mimeguri, Eight Views of the Sumida River (Sumidagawa hakkei, Mimeguri bosetsu), from the series “Famous Places in the Eastern Capital (Toto meisho no uchi)”, c. 1840/42, Utagawa Hiroshige","Artist
Utagawa Hiroshige
Title
Evening Snow at Mimeguri, Eight Views of the Sumida River (Sumidagawa hakkei, Mimeguri bosetsu), from the series ""Famous Places in the Eastern Capital (Toto meisho no uchi)""
Origin
Japan
Date
1835–1847
Medium
Color woodblock print; aiban
Dimensions
22 x 32.6 cm (8 5/8 x 12 13/16 in.)
Credit Line
Clarence Buckingham Collection
Reference Number
1934.282",https://www.artic.edu/artworks/19037/evening-snow-at-mimeguri-eight-views-of-the-sumida-river-sumidagawa-hakkei-mimeguri-bosetsu-from-the-series-famous-places-in-the-eastern-capital-toto-meisho-no-uchi
6852,"Red Cabbage, Halved, 1930, printed 1953/54, Edward Weston","Artist
Edward Weston
Title
Red Cabbage, Halved
Origin
United States
Date
Made 1930
Medium
Gelatin silver print
Inscriptions
Inscribed recto, on mount, lower right, below image, in graphite: ""EW1930""; verso unchecked; verso, on mount, center, printed on sticker, in black ink: ""The Photographs of Edward Weston / A comprehensive series of 830 photographs selected by Edward / Weston in 1953 as representative of his life’s work, and printed / under his direction by Brett Weston. / This print is one of an edition of six from the negative. / No. [typed in black ink] 31V / Title [typed in black ink] Red Cabbage, Halved, 1930;” inscribed verso, center, in graphite: ""3"" [encircled]; verso, lower right, in graphite: “59.662 / RX 3032”
Dimensions
19.1 × 23.8 cm cm (image/paper); 31.4 × 40.6 cm (mount)
Credit Line
Gift of Max McGraw
Reference Number
1959.662",https://www.artic.edu/artworks/120843/red-cabbage-halved
6853,"The Rape of a Sabine Woman, Frontal View, c. 1598, Jan Harmensz. Muller","Artist
Jan Harmensz. Muller
Title
The Rape of a Sabine Woman, Frontal View
Origin
Netherlands
Date
1593–1603
Medium
Engraving on paper
Dimensions
420 × 280 mm (sheet, trimmed within plate mark)
Credit Line
The Wallace L. DeWolf and Joseph Brooks Fair Collections
Reference Number
1920.2355",https://www.artic.edu/artworks/123078/the-rape-of-a-sabine-woman-frontal-view
6854,"Indian Encampment, c. 1877/85, Ralph Albert Blakelock","Artist
Ralph Albert Blakelock
Title
Indian Encampment
Origin
United States
Date
c. 1877–1885
Medium
Oil on artist's board or particle board
Dimensions
30.5 × 40.6 cm (12 × 16 in.)
Credit Line
George F. Harding Collection
Reference Number
1982.766",https://www.artic.edu/artworks/136393/indian-encampment
6855,"The Angel Appearing to the Shepherds, 1634, Rembrandt van Rijn","Artist
Rembrandt van Rijn
Title
The Angel Appearing to the Shepherds
Origin
Holland
Date
Made 1634
Medium
Etching, engraving, and drypoint in black on ivory laid paper
Dimensions
259 x 218 mm (image/plate); 262 x 220 mm (sheet)
Credit Line
Clarence Buckingham Collection
Reference Number
1938.1737",https://www.artic.edu/artworks/29062/the-angel-appearing-to-the-shepherds
6856,"The Descension, 1961, Bob Thompson","Artist
Bob Thompson
Title
The Descension
Origin
United States
Date
1961
Medium
Oil on canvas
Dimensions
21.8 x 33 cm (8 5/8 x 13 in.)
Credit Line
Gift of Dr. James and Jetta Jones
Reference Number
1999.938",https://www.artic.edu/artworks/154127/the-descension
6857,"10311 East Brookside Drive, Central, Louisiana, November 1993, Joel Sternfeld","Artist
Joel Sternfeld
Title
10311 East Brookside Drive, Central, Louisiana
Origin
United States
Date
Made 1993
Medium
Chromogenic print, from the series ""On This Site: Landscape in Memoriam,"" edition 1 of 7
Inscriptions
Inscribed and signed recto, on mount, lower right, below image, in black ink: ""10311 East Brookside, Baton Rouge, Louisiana (November 1993) 1/7 Joel Sternfeld""; unmarked verso Yoshihiro Hattori, a sixteen-year-old Japanese exchange student, was on his way to a Halloween party when he was shot and killed in this carport at 8:30 P.M. on October 17, 1992. Confused about the address of the party and attracted by Halloween decorations, Hattori and his American host student knocked on the front door. Bonnie Peairs, startled by two boys in costume, called for her husband to get his gun. When Rodney Peairs opened the carport door, Hattori, thinking he had found the party, ran towards him. Frightened, Peairs ordered him to freeze. Hattori barely understood English and did not stop. He was shot and killed. Peairs was acquitted of manslaughter under a Louisiana law that allows citizens to use deadly force when protecting themselves or their homes from intruders. From the series, On This Site: Landscape in Memoriam
Dimensions
47.5 × 59.8 cm (image/paper); 71.2 × 82.6 cm (mount)
Credit Line
Acquired from the Center for Documentary Studies, Duke University, through an Anonymous Gift
Reference Number
1997.275",https://www.artic.edu/artworks/147211/10311-east-brookside-drive-central-louisiana
6858,"Ophelia, 1906, Odilon Redon","Artist
Odilon Redon
Title
Ophelia
Origin
France
Date
1906
Medium
Pastel on blue-gray wove paper
Inscriptions
Signed lower right, in pencil: ""ODILON REDON""
Dimensions
635 × 443 mm
Credit Line
Gift of Mrs. Theodora W. Brown and Mrs. Rue W. Shaw in memory of Anne R. Winterbotham
Reference Number
1973.512",https://www.artic.edu/artworks/45406/ophelia
6859,"Thirty-Four Hundred Sheridan Road Apartment Building, Chicago, Illinois, Perspective, c. 1918/23, White & Weber","Artist
White & Weber (Architect)
Title
Thirty-Four Hundred Sheridan Road Apartment Building, Chicago, Illinois, Perspective
Origin
Sheridan Road, 3400 North (apartment building)
Date
Made 1918–1928
Medium
Graphite, watercolor, and gouache on illustration board
Dimensions
77.5 × 88 cm (30 1/2 × 34 5/8 in.)
Credit Line
Gift of Bertram A. Weber
Reference Number
1985.557",https://www.artic.edu/artworks/104420/thirty-four-hundred-sheridan-road-apartment-building-chicago-illinois-perspective
6860,"Cafe Neptune, 1919/20, George Grosz","Artist
George Grosz
Title
Cafe Neptune
Origin
Germany
Date
1919–1920
Medium
Watercolor and pen and brush and black ink, with touches of graphite, on cream wove paper
Inscriptions
Signed lower right: ""Grosz""
Dimensions
500 x 387 mm
Credit Line
Olivia Shaler Swan Memorial Collection
Reference Number
1954.190",https://www.artic.edu/artworks/80350/cafe-neptune
6861,"Parody of Kawachi-goe from “Tales of Ise”, 1765, Suzuki Harunobu","Artist
Suzuki Harunobu
Title
Parody of Kawachi-goe from ""Tales of Ise""
Origin
Japan
Date
1765
Medium
Color woodblock print; left sheet of chuban diptych (right sheet: 1925.2026)
Dimensions
28.2 x 20.7 cm (11 1/8 x 8 3/8 in.)
Credit Line
Clarence Buckingham Collection
Reference Number
1925.2025",https://www.artic.edu/artworks/20001/parody-of-kawachi-goe-from-tales-of-ise
6862,"Whistler’s Mother, after Whistler, c. 1883, Henri Charles Guérard","Artist
Henri Charles Guérard
Title
Whistler's Mother, after Whistler
Origin
France
Date
1878–1888
Medium
Etching in brown on cream laid paper
Dimensions
142 × 167 mm (plate); 249 × 325 mm (sheet)
Credit Line
William McCallin McKee Memorial Endowment
Reference Number
1995.211",https://www.artic.edu/artworks/140684/whistler-s-mother-after-whistler
6863,"9.26.98 6:31 p.m., September 26, 1998, printed 2007, Richard Misrach","Artist
Richard Misrach
Title
9.26.98 6:31 p.m.
Origin
United States
Date
Made 1998
Medium
Chromogenic print, from the series ""Golden Gate,"" edition 17/25
Inscriptions
Inscribed recto, lower left, below image, in back ink: ""17/25 9.26.98 6:31 P. M.""; signed and inscribed recto, lower right, below image, in black ink: ""Richard Misrach 1998/2007 K. E.""; unmarked verso
Dimensions
46.3 × 59.1 cm (image); 50.9 × 61.1 cm (20 × 24 in., paper)
Credit Line
Restricted gift of Elizabeth and Thomas Keim
Reference Number
2007.234
Copyright
© Richard Misrach",https://www.artic.edu/artworks/191463/9-26-98-6-31-p-m
6864,"Flooded Marina (Gas Pumps), Salton Sea, California, 1983, printed 2007, Richard Misrach","Artist
Richard Misrach
Title
Flooded Marina (Gas Pumps), Salton Sea, California
Origin
United States
Date
Made 1983
Medium
Chromogenic print from digital file, from the series ""Desert Cantos III: The Flood,"" edition 23/25
Inscriptions
Inscribed and signed recto, along bottom edge, below image, in black ink: ""23/25 SUBMERGED GAS PUMPS, SALTON SEA Richard Misrach 1983/2007 F.""; unmarked verso
Dimensions
46.1 × 59.1 cm (image); 50.8 × 61 cm (20 × 24 in., paper)
Credit Line
Photography Gala Endowment
Reference Number
2007.223
Copyright
© Richard Misrach",https://www.artic.edu/artworks/191452/flooded-marina-gas-pumps-salton-sea-california
6865,"System of Architectural Ornament, Plate 2, Manipulation of the Organic, 1922, Louis H. Sullivan","Artist
Louis H. Sullivan (Architect)
Title
System of Architectural Ornament, Plate 2, Manipulation of the Organic
Origin
United States
Date
1922
Medium
Graphite on Strathmore paper
Inscriptions
initialed and dated at bottom center of design, ""LHS 1922""
Dimensions
57.7 × 73.5 cm (22 3/4 × 29 in.)
Credit Line
Commissioned by The Art Institute of Chicago
Reference Number
1988.15.2",https://www.artic.edu/artworks/190972/system-of-architectural-ornament-plate-2-manipulation-of-the-organic
6866,"Plan of Chicago, Plate 63, Plan of a Proposed Park, 1909, Daniel Hudson Burnham","Artist
Daniel Hudson Burnham (Architect)
Title
Plan of Chicago, Plate 63, Plan of a Proposed Park
Origin
Chicago
Date
1909
Medium
Ink and wash on paper
Dimensions
37.7 × 45.4 cm (14 3/4 × 18 in.)
Credit Line
On permanent loan to The Art Institute of Chicago from the City of Chicago
Reference Number
6.148.1966",https://www.artic.edu/artworks/196328/plan-of-chicago-plate-63-plan-of-a-proposed-park
6867,"From Cubism and Futurism to Suprematism (Ot kubizma i futurizma k suprematizmu), 1916, Kazimir Malevich","Artist
Kazimir Malevich
Title
From Cubism and Futurism to Suprematism (Ot kubizma i futurizma k suprematizmu)
Origin
Russia
Date
1916
Medium
Book with two halftone reproductions in black on cream wove paper
Dimensions
181 x 132 x 5 mm
Credit Line
Gladys N. Anderson Fund
Reference Number
2009.268",https://www.artic.edu/artworks/199128/from-cubism-and-futurism-to-suprematism-ot-kubizma-i-futurizma-k-suprematizmu
6868,"Nude No. 65, New York, 1949/50, printed 1949/50, Irving Penn","Artist
Irving Penn
Title
Nude No. 65, New York
Origin
United States
Date
Made 1949–1950
Medium
Gelatin silver print; edition of 19
Inscriptions
Stamped and inscribed verso: “REF. 10849”; inscribed verso: “SZE [in a circle]”; inscribed verso: “NUDE 65 [in a circle]”; inscribed verso: “..”; inscribed verso: “19117P-611/SN 1020”; signed and stamped verso: “Irving Penn / PHOTOGRAPH BY IRVING PENN [in a circle]”; stamped verso: “Copyright © 1980 by Irving Penn. May not be reproduced without written permission / of Irving Penn and/or the Condé Nast Publications Inc.”; stamped and inscribed verso; “One of no more than 23 [crossed out] 19 (AS OF 1994) signed silver / prints of this negative. Each print / differs somewhat from the others. / Negative and print made 1949-1950. / I.P.”
Dimensions
38.5 × 38.2 cm (image); 50.3 × 40.4 cm (paper)
Credit Line
Gift of Irving Penn
Reference Number
1996.280
Copyright
Copyright The Irving Penn Foundation",https://www.artic.edu/artworks/144882/nude-no-65-new-york
6869,"Dent de Lion, 1998, Gabriel Orozco","Artist
Gabriel Orozco
Title
Dent de Lion
Date
1998
Medium
Fabric disks, iron wire, and floral tape
Dimensions
74.9 × 100 cm (29 1/2 × 39 3/8 in)
Credit Line
Gift of Donna and Howard Stone
Reference Number
2010.270",https://www.artic.edu/artworks/202488/dent-de-lion
6870,"The Duke and Duchess of Windsor, New York City, 1957, Richard Avedon","Artist
Richard Avedon
Title
The Duke and Duchess of Windsor, New York City
Origin
United States
Date
Made 1957
Medium
Gelatin silver print; edition 6/7
Inscriptions
Unmarked recto; stamped and inscribed verso, lower left, in black ink and graphite: ""This photograph may not be reproduced without / written permission of Richard Avedon / Copyright © 1959 by Richard Avedon / All Rights Reserved [stamped in black ink] / The Duke and Duchess of Windsor 4/16/57 [inscribed in graphite]""; inscribed and signed verso, lower right, in graphite: ""6/7 Avedon""
Dimensions
18.8 × 18.2 cm (image); 25.4 × 20.1 cm (paper)
Credit Line
The Mary and Leigh Block Endowment Fund
Reference Number
2000.333
Copyright
Copyright © The Richard Avedon Foundation.",https://www.artic.edu/artworks/156003/the-duke-and-duchess-of-windsor-new-york-city
6871,"Pink Composition (Composition en rose), 1951, Wou-Ki Zao","Artist
Wou-Ki Zao
Title
Pink Composition (Composition en rose)
Origin
France
Date
1951
Medium
Oil on canvas
Dimensions
87 × 114.3 cm (34 1/2 × 45 in.), without frame
Credit Line
Gift of James W. Alsdorf
Reference Number
1954.1203",https://www.artic.edu/artworks/82306/pink-composition-composition-en-rose
6872,"Apron, 17th century","Title
Apron
Origin
Italy
Date
Made 1601–1700
Medium
Linen, plain weave; pulled thread work with silk floss in two-sided Italian cross stitch; inside waistband gathered by feather, running, and back filling stitches; edged in silk, warp twining with ground weft fringe, attached by buttonhole and detached buttonhole stitches
Dimensions
98.6 x 87.7 cm (38 3/4 x 34 1/2 in.)
Credit Line
Restricted gift of the Needlework and Textile Guild
Reference Number
1976.332",https://www.artic.edu/artworks/51263/apron
6873,"Village in Brittany, 1844, Charles François Daubigny","Artist
Charles François Daubigny
Title
Village in Brittany
Origin
France
Date
1844
Medium
Oil on paper, mounted on canvas
Dimensions
9 1/4 × 14 in. (23.5 × 35.7 cm)
Credit Line
Charles H. Worcester Sketch Collection
Reference Number
1957.71",https://www.artic.edu/artworks/5355/village-in-brittany
6874,"The Terror of Grenelle, 1894, Henri de Toulouse-Lautrec","Artist
Henri de Toulouse-Lautrec
Title
The Terror of Grenelle
Origin
France
Date
1894
Medium
Color lithograph on cream wove paper
Dimensions
174 × 114 mm (image); 193.5 × 137 mm (primary support); 360 × 276 mm (secondary support)
Credit Line
William McCallin McKee Memorial Endowment
Reference Number
1930.122",https://www.artic.edu/artworks/4561/the-terror-of-grenelle
