index,artwork_title,metadata,url
4900,"Yang Guifei, 1765, Komatsuya Hyakki","Artist
Komatsuya Hyakki
Title
Yang Guifei
Origin
Japan
Date
1765
Medium
Color woodblock print; chuban
Dimensions
27.9 x 18.7 cm
Credit Line
Clarence Buckingham Collection
Reference Number
1925.2146",https://www.artic.edu/artworks/21087/yang-guifei
4901,"Autumn Mountains, Ming dynasty (1368–1644), early 16th century, Wen Zhengming","Artist
Wen Zhengming
Title
Autumn Mountains
Origin
China
Date
1510–1550
Medium
Handscroll; ink on gold-flecked paper
Inscriptions
Yuchi titile by Luo Zhenyu ( 羅振玉); frontispiece by Xu Lin ( 徐霖 ).
Dimensions
31.8 × 120.8 cm
Credit Line
Kate S. Buckingham Endowment Fund
Reference Number
1948.103",https://www.artic.edu/artworks/62536/autumn-mountains
4902,"Double-Sided Painted Banner (Paubha) with God Shiva and Goddess Durga, 16th/17th century","Title
Double-Sided Painted Banner (Paubha) with God Shiva and Goddess Durga
Origin
Nepal
Date
1501–1700
Medium
Pigment and gold on cotton
Dimensions
95 x 71 cm (37 3/8 x 28 in.)
Credit Line
Kate S. Buckingham Fund
Reference Number
1995.268a-b",https://www.artic.edu/artworks/142517/double-sided-painted-banner-paubha-with-god-shiva-and-goddess-durga
4903,"Male Figure (Singiti), Mid–19th/early 20th century, Hemba","Culture
Hemba
Title
Male Figure (Singiti)
Origin
Democratic Republic of the Congo
Date
1850–1925
Medium
Wood and pigment
Dimensions
H. 70.9 cm (27 7/8 in.)
Credit Line
Ada Turnbull Hertle Fund
Reference Number
1972.453",https://www.artic.edu/artworks/39372/male-figure-singiti
4904,"Breastplate, c. 1580","Title
Breastplate
Origin
Augsburg
Date
Made 1570–1590
Medium
Steel, brass, and leather
Dimensions
H. 198 cm (78 in.)
Credit Line
George F. Harding Collection
Reference Number
1982.2417c",https://www.artic.edu/artworks/116222/breastplate
4905,"Fujisawa, from the series “Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)”, c. 1806, Katsushika Hokusai","Artist
Katsushika Hokusai
Title
Fujisawa, from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi)""
Origin
Japan
Date
1801–1811
Medium
Color woodblock print; chuban
Dimensions
Approx. 24 × 18.3 cm
Credit Line
Clarence Buckingham Collection
Reference Number
1929.504",https://www.artic.edu/artworks/2899/fujisawa-from-the-series-fifty-three-stations-of-the-tokaido-tokaido-gojusan-tsugi
4906,"Chicago Stock Exchange Building: Two Elevator Enclosure Grilles, with Base Plates and Side Support Bars, 1893/94, Adler & Sullivan, Architects","Artist
Adler & Sullivan, Architects (Architect)
Title
Chicago Stock Exchange Building: Two Elevator Enclosure Grilles, with Base Plates and Side Support Bars
Origin
Chicago
Date
1893–1894
Medium
Cast and wrought iron with copper plating
Dimensions
Overall size of each assembly: 214.6 × 109.8 × 6 cm
Credit Line
Gift of Kenneth Newberger
Reference Number
1963.372a-b",https://www.artic.edu/artworks/17435/chicago-stock-exchange-building-two-elevator-enclosure-grilles-with-base-plates-and-side-support-bars
4907,"Norway, 1866, Charles George Lewis","Artist
Charles George Lewis
Title
Norway
Origin
England
Date
1866
Medium
Sketchbook
Credit Line
The Leonora Hall Gurley Memorial Collection
Reference Number
1922.4150",https://www.artic.edu/artworks/4323/norway
4908,"Jar with Figural Scenes and Poem Describing the Osmanthus and Moon, Qing dynasty (1644–1911), Shunzhi period (1644–1661), dated 1646, with later painted decoration","Title
Jar with Figural Scenes and Poem Describing the Osmanthus and Moon
Origin
China
Date
1646
Medium
Porcelain painted in overglaze enamels
Dimensions
H. 26.9 cm (10 9/16 in.); diam. 23.4 cm (9 3/16 in.)
Credit Line
Bequest of Russell Tyson
Reference Number
1964.671",https://www.artic.edu/artworks/21280/jar-with-figural-scenes-and-poem-describing-the-osmanthus-and-moon
4909,"Head of a Roebuck and Two Ptarmigan, c. 1830, Edwin Henry Landseer","Artist
Edwin Henry Landseer
Title
Head of a Roebuck and Two Ptarmigan
Origin
England
Date
1825–1835
Medium
Oil on panel
Dimensions
8 7/8 × 12 in. (22.5 × 30.4 cm)
Credit Line
Restricted gift of the Auxiliary Board
Reference Number
1988.42",https://www.artic.edu/artworks/71018/head-of-a-roebuck-and-two-ptarmigan
