index,artwork_title,metadata,url
1250,"Holy Family with the Infant Saint John, n.d., Valerio Castello","Artist
Valerio Castello
Title
Holy Family with the Infant Saint John
Origin
Italy
Date
1644–1659
Medium
Pen and brown ink, with brush and pale brown wash, over red chalk and brush and red chalk wash, on ivory laid paper, laid down on ivory wove paper
Dimensions
155 x 180 mm
Credit Line
Gift of Marie Louise Pritchard
Reference Number
1960.835",https://www.artic.edu/artworks/12565/holy-family-with-the-infant-saint-john
1251,"Female Headdress (Nimba, D’mba, or Yamban), Mid–19th/early 20th century, Baga","Culture
Baga
Title
Female Headdress (Nimba, D'mba, or Yamban)
Origin
Guinea
Date
1850–1925
Medium
Wood and brass tacks with traces of pigment
Dimensions
119.4 × 33 × 59.1 cm (47 × 13 × 23 1/4 in.)
Credit Line
W. G. Field Fund, Inc.; Edward E. Ayer Endowment in memory of Charles L. Hutchinson
Reference Number
1957.160",https://www.artic.edu/artworks/5567/female-headdress-nimba-d-mba-or-yamban
1252,"Fireworks, 1958, Stanley William Hayter","Artist
Stanley William Hayter
Title
Fireworks
Origin
United States
Date
1958
Medium
Color etching on zinc on paper
Dimensions
494 x 300 mm (plate); 670 x 523 mm (sheet)
Credit Line
Gift of the Print and Drawing Club
Reference Number
1960.448",https://www.artic.edu/artworks/12152/fireworks
1253,"Horsemen of the Apocalypse, 1908, Carlo Carrà","Artist
Carlo Carrà
Title
Horsemen of the Apocalypse
Origin
Italy
Date
1908
Medium
Oil on canvas
Inscriptions
Signed and dated, l.r.: ""C. Carra 1908""
Dimensions
14 3/16 × 37 in. (36 × 94 cm)
Credit Line
Gift of Mr. and Mrs. Harold X. Weinstein
Reference Number
1964.1218",https://www.artic.edu/artworks/22538/horsemen-of-the-apocalypse
1254,"Twin Figures (Ere Ibeji), Early/mid–20th century, Yoruba","Culture
Yoruba
Title
Twin Figures (Ere Ibeji)
Origin
Nigeria
Date
1900–1975
Medium
Wood, glass beads, and thread
Dimensions
Left: 25.4 × 8.3 × 6.7 cm (10 × 3 1/4 × 2 5/8 in.); right: 25.4 × 7.6 × 6.7 cm (10 × 3 × 2 5/8 in.)
Credit Line
Gift of Deborah Stokes and Jeffrey Hammer
Reference Number
1982.1513-14",https://www.artic.edu/artworks/189596/twin-figures-ere-ibeji
1255,"Still Life with Monkey, Fruits, and Flowers, 1724, Jean-Baptiste Oudry","Artist
Jean-Baptiste Oudry
Title
Still Life with Monkey, Fruits, and Flowers
Origin
France
Date
1724
Medium
Oil on canvas
Inscriptions
Inscribed on the base of the architecture, to the right: J.B. Oudry 1724
Dimensions
55 3/4 × 57 in. (141.6 × 144.8 cm)
Credit Line
Major Acquisitions Centennial Fund
Reference Number
1977.486",https://www.artic.edu/artworks/94126/still-life-with-monkey-fruits-and-flowers
1256,"Buoy, 1941, Peter Blume","Artist
Peter Blume
Title
Buoy
Origin
United States
Date
1941
Medium
Oil on canvas
Dimensions
40.6 × 45.7 cm (16 × 18 1/8 in.)
Credit Line
Gift of Marcia W. Dunbar-Soule Dobson in memory of Helen Flanders Dunbar, M.D.
Reference Number
2003.432",https://www.artic.edu/artworks/153498/buoy
1257,"The White Tablecloth, 1731/32, Jean Baptiste Siméon Chardin","Artist
Jean Baptiste Siméon Chardin
Title
The White Tablecloth
Origin
France
Date
1731–1732
Medium
Oil on canvas
Dimensions
38 1/8 × 48 5/16 in. (96.8 × 123.5 cm)
Credit Line
Mr. and Mrs. Lewis Larned Coburn Memorial Collection
Reference Number
1944.699",https://www.artic.edu/artworks/51577/the-white-tablecloth
1258,"Earring, New Kingdom, Dynasty 18 (1550–1295 BC), Ancient Egyptian","Culture
Ancient Egyptian
Title
Earring
Origin
Egypt
Date
1550 BC–1295 BC
Medium
Glass
Dimensions
2.7 × 2.5 × 0.5 cm (1 1/16 × 1 × 3/16 in.)
Credit Line
Gift of Henry H. Getty and Charles L. Hutchinson
Reference Number
1894.924",https://www.artic.edu/artworks/841/earring
1259,"Heart Scarab, Third Intermediate–Late Period, Dynasty 21–26 (about 1069–664 BC), Ancient Egyptian","Culture
Ancient Egyptian
Title
Heart Scarab
Origin
Egypt
Date
1069 BC–664 BC
Medium
Stone
Dimensions
2 × 4.5 × 3.25 cm (13/16 × 1 3/4 × 1 1/8 in.)
Credit Line
Gift of Henry H. Getty and Charles L. Hutchinson
Reference Number
1892.169",https://www.artic.edu/artworks/630/heart-scarab
1260,"Fête champêtre (Pastoral Gathering), 1718/21, Jean Antoine Watteau","Artist
Jean Antoine Watteau
Title
Fête champêtre (Pastoral Gathering)
Origin
France
Date
1718–1721
Medium
Oil on panel
Dimensions
48.6 × 64.5 cm (19 1/16 × 25 3/8 in.)
Credit Line
Max and Leola Epstein Collection
Reference Number
1954.295",https://www.artic.edu/artworks/107938/fete-champetre-pastoral-gathering
1261,"The Feast [central part], from The Story of Artemisia, 1607/30, Antoine Caron","Artist
Antoine Caron (Designer)
Title
The Feast [central part], from The Story of Artemisia
Origin
France
Date
1607–1630
Medium
Wool and silk, slit and double interlocking tapestry weave
Dimensions
189.7 × 402.1 cm (74 3/4 × 157 3/8 in.)
Credit Line
Gift of Charles L. Singer through the Antiquarian Society of the Art Institute of Chicago
Reference Number
1890.10",https://www.artic.edu/artworks/464/the-feast-central-part-from-the-story-of-artemisia
