index,artwork_title,metadata,url
1400,"Barnacles, 1907, Adam Emory Albright","Artist
Adam Emory Albright
Title
Barnacles
Origin
United States
Date
1907
Medium
Oil on canvas
Inscriptions
Signed 1.1: Adam Emory Albright
Dimensions
61 × 76.2 cm (24 × 30 in.)
Credit Line
Gift of Ivan Albright
Reference Number
1965.361",https://www.artic.edu/artworks/23376/barnacles
1401,"Colinet Mocked by Two Boys, from The Pastorals of Virgil, 1821, William Blake","Artist
William Blake
Title
Colinet Mocked by Two Boys, from The Pastorals of Virgil
Origin
England
Date
1821
Medium
Wood engraving on off-white wove paper
Dimensions
35 × 77 mm (image/block); 38 × 80 mm (sheet)
Credit Line
William McCallin McKee Memorial Endowment
Reference Number
1934.61",https://www.artic.edu/artworks/18286/colinet-mocked-by-two-boys-from-the-pastorals-of-virgil
1402,"A6: New Hampshire Dining Room, 1760, c. 1940, Mrs. James Ward Thorne","Artist
Mrs. James Ward Thorne
Title
A6: New Hampshire Dining Room, 1760
Origin
United States
Date
Made 1937–1940
Medium
Miniature room, mixed media
Dimensions
Interior: 9 3/4 × 14 1/2 × 18 1/2 in. (24.375 × 36.25 × 46.25 cm) Scale: 1 inch = 1 foot
Credit Line
Gift of Mrs. James Ward Thorne
Reference Number
1942.486",https://www.artic.edu/artworks/45330/a6-new-hampshire-dining-room-1760
1403,"Hat Rack, 1916/1964, Marcel Duchamp","Artist
Marcel Duchamp
Title
Hat Rack
Origin
United States
Date
Made 1964
Medium
Wood
Dimensions
9 7/16 x 17 5/16 in. (24 x 44.1 cm)
Credit Line
Through prior gifts of Mr. and Mrs. Carter H. Harrison and Mr. and Mrs. Edward Morris
Reference Number
1989.54
Copyright
© 2018 Artists Rights Society (ARS), New York / ADAGP, Paris / Succession Marcel Duchamp",https://www.artic.edu/artworks/73661/hat-rack
1404,"Untitled (Bottle Nude), c. 1946/49, René Magritte","Artist
René Magritte
Title
Untitled (Bottle Nude)
Origin
Belgium
Date
1941–1954
Medium
Oil on glass bottle
Dimensions
14 3/4 × 3 in. (37.7 × 7.6 cm)
Credit Line
Gift of Mr. and Mrs. Joseph R. Shapiro
Reference Number
1996.395
Copyright
© 2018 C. Herscovici, London / Artists Rights Society (ARS), New York",https://www.artic.edu/artworks/145246/untitled-bottle-nude
1405,"Night on the El Train, 1918, Edward Hopper","Artist
Edward Hopper
Title
Night on the El Train
Origin
United States
Date
Made 1918
Medium
Etching on off-white wove paper
Dimensions
188 x 201 mm (plate); 263 x 297 mm (sheet)
Credit Line
Gift of the Print and Drawing Club
Reference Number
1944.154",https://www.artic.edu/artworks/50091/night-on-the-el-train
1406,"Street in Moret, c. 1890, Alfred Sisley","Artist
Alfred Sisley
Title
Street in Moret
Origin
France
Date
1885–1895
Medium
Oil on canvas
Dimensions
23 7/8 × 28 7/8 in. (60 × 73.2 cm)
Credit Line
Potter Palmer Collection
Reference Number
1922.441",https://www.artic.edu/artworks/81561/street-in-moret
1407,"Nadar Elevating Photography to the Heights of Art, 1862, Honoré-Victorin Daumier","Artist
Honoré-Victorin Daumier
Title
Nadar Elevating Photography to the Heights of Art
Origin
France
Date
1862
Medium
Lithograph in black on white wove paper
Dimensions
267 × 222 mm (image); 448 × 310 mm (sheet)
Credit Line
Mr. and Mrs. Carter H. Harrison Memorial Collection
Reference Number
1961.373",https://www.artic.edu/artworks/13617/nadar-elevating-photography-to-the-heights-of-art
1408,"Les-Parents-Terribles series: It’s Pretty, But…, 1852, Paul Gavarni","Artist
Paul Gavarni
Title
Les-Parents-Terribles series: It's Pretty, But...
Origin
France
Date
Made 1852
Medium
Lithograph in black on cream wove paper
Dimensions
192 × 165 mm (image); 359 × 269 mm (sheet)
Credit Line
Gift of the Print and Drawing Club
Reference Number
1923.1691",https://www.artic.edu/artworks/10937/les-parents-terribles-series-it-s-pretty-but
1409,"Boy with Pitcher (La Régalade), 1862/72, Édouard Manet","Artist
Édouard Manet
Title
Boy with Pitcher (La Régalade)
Origin
France
Date
1858–1877
Medium
Oil on canvas
Dimensions
61.8 × 54.3 cm (24 5/16 × 21 3/8 in.)
Credit Line
Bequest of Katharine Dexter McCormick
Reference Number
1968.303",https://www.artic.edu/artworks/29392/boy-with-pitcher-la-regalade
